,name,id,gender,birthday,deathday,hometown,location,nationality,sortable_name,slug,problem
4744,Charles Loring Elliott,515ba00dea092ff5790005b7,male,1812,1868,no-info,no-info,no-info,Charles Loring Elliott,charles-loring-elliott,
4745,Pierre-Auguste Renoir,4d8b929c4eb68a1b2c0002e0,male,1841,1919,"Limoges, France","Paris, France",French,Renoir Pierre-Auguste,pierre-auguste-renoir,
4746,Frans Hals,4eaf1b73bddaf7000100d260,male,1582,1666,"Antwerp, Belgium","Haarlem, Netherlands",Dutch,Hals Frans,frans-hals,
4747,Félix Vallotton,515b0e1f056351dc33000755,male,1865,1925,"Lausanne, Switzerland","Paris, France",Swiss,Vallotton Félix,felix-vallotton,
4748,Claude Lorrain,4f0648328501fa10ca000242,male,1604-1605,1682,"Vosges, France","Rome, Italy",French,Claude Lorrain,claude-lorrain,
4749,Winslow Homer,4d8b92964eb68a1b2c000288,male,1836,1910,"Boston, MA, USA","New York, NY and Prouts Neck, ME, USA",American,Homer Winslow,winslow-homer,
4750,Edgar Degas,4dadd2177129f05924000c68,male,1834,1917,"Paris, France","Paris, France",French,Degas Edgar,edgar-degas,
4751,George Bellows,4d8b92954eb68a1b2c000274,male,1882,1925,"Columbus, OH, USA","New York, NY, USA",American,Bellows George,george-bellows,
4752,Henri Fantin-Latour,4f0648328501fa10ca000131,male,1836,1904,"Grenoble, France",,French,Fantin-Latour Henri,henri-fantin-latour,
4753,Jacopo Tintoretto,4f0648328501fa10ca00030d,male,1518,1594,no-info,no-info,Italian,Tintoretto Jacopo,jacopo-tintoretto,
4754,Edgar Degas,4dadd2177129f05924000c68,male,1834,1917,"Paris, France","Paris, France",French,Degas Edgar,edgar-degas,
4755,Arthur Devis,515b480b38ad2d2e990000e0,male,1711,1787,"Preston, UK",no-info,no-info,Devis Arthur,arthur-devis,
4756,Jan Both,515b111e223afa7c74000275,male,no-info,1652,no-info,no-info,no-info,Both Jan,jan-both,
4757,Benjamin West,4eb081c4af493000010109cc,male,1738,1820,"Swarthmore, PA, United States","London, UK",American,West Benjamin,benjamin-west,
4758,John Hoppner,515b246505635113a50014a1,male,1758,1810,"London, UK",no-info,no-info,Hoppner John,john-hoppner,
4759,John Singer Sargent,4d8b928a4eb68a1b2c0001e8,male,1856,1925,"Florence, Italy","Paris, France and London, UK",American,Sargent John Singer,john-singer-sargent,
4760,John Singer Sargent,4d8b928a4eb68a1b2c0001e8,male,1856,1925,"Florence, Italy","Paris, France and London, UK",American,Sargent John Singer,john-singer-sargent,
4761,Giuseppe Maria Crespi,515cc26cb5907bf7e80001b1,male,1665,1747,"Bologna, Italy",no-info,Italian,Crespi Giuseppe Maria,giuseppe-maria-crespi,
4762,Anthony van Dyck,4ee140460fe6220001001fe0,male,1599,1641,"Antwerp, Belgium","London, UK",Flemish,Dyck Anthony van,anthony-van-dyck,
4763,Jacques-Antoine Beaufort,4eb2ffcc364b4c000100d26e,male,1721,1784,"Paris, France",,French,Beaufort Jacques-Antoine,jacques-antoine-beaufort,
4764,Claude Monet,4d8b92774eb68a1b2c000134,male,1840,1926,"Paris, France","Giverny, France",French,Monet Claude,claude-monet,
4765,Jean-François de Troy,4ee68138aa2de20001001b17,no-info,no-info,no-info,no-info,no-info,no-info,de Troy Jean-François,jean-francois-de-troy,
4766,Alfred Sisley,4eb2e40b6e2a5c00010085b8,male,1839,1899,"Paris, France","Paris, France",British,Sisley Alfred,alfred-sisley,
4767,Paul Cézanne,4d8b92624eb68a1b2c00006c,male,1839,1906,"Aix-en-Provence, France","Paris and Aix-en-Provence, France",French,Cézanne Paul,paul-cezanne,
4768,Édouard Manet,4d8b927e4eb68a1b2c000168,male,1832,1883,"Paris, France","Paris, France",French,Manet Édouard,edouard-manet,
4769,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
4770,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
4771,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
4772,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
4773,Mary Cassatt,4d8b92b74eb68a1b2c00041e,female,1844,1926,"Philadelphia, PA, USA","Paris, France",American,Cassatt Mary,mary-cassatt,
4774,Frans Hals,4eaf1b73bddaf7000100d260,male,1582,1666,"Antwerp, Belgium","Haarlem, Netherlands",Dutch,Hals Frans,frans-hals,
4775,Titian,4d8b92884eb68a1b2c0001d4,male,1488,1576,"Pieve di Cadore, Italy","Venice, Italy",Italian,Titian,titian,
4776,Titian,4d8b92884eb68a1b2c0001d4,male,1488,1576,"Pieve di Cadore, Italy","Venice, Italy",Italian,Titian,titian,
4777,Jean-Auguste-Dominique Ingres,4eaf1de96899c80001009ce4,male,1780,1867,"Montauban, France","Paris, France",French,Jean-Auguste-Dominique Ingres,jean-auguste-dominique-ingres,
4778,Jacopo Tintoretto,4f0648328501fa10ca00030d,male,1518,1594,no-info,no-info,Italian,Tintoretto Jacopo,jacopo-tintoretto,
4779,Jacopo Tintoretto,4f0648328501fa10ca00030d,male,1518,1594,no-info,no-info,Italian,Tintoretto Jacopo,jacopo-tintoretto,
4780,Anthony van Dyck,4ee140460fe6220001001fe0,male,1599,1641,"Antwerp, Belgium","London, UK",Flemish,Dyck Anthony van,anthony-van-dyck,
4781,Workshop of Rembrandt van Rijn,515b4e5d38ad2d2e990003fc,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Rembrandt van Rijn,workshop-of-rembrandt-van-rijn,
4782,Giulio Romano,4f0648328501fa10ca000313,male,1499,1546,"Rome, Italy","Rome, Italy",Italian,Giulio Romano,giulio-romano,
4783,Pierre-Auguste Renoir,4d8b929c4eb68a1b2c0002e0,male,1841,1919,"Limoges, France","Paris, France",French,Renoir Pierre-Auguste,pierre-auguste-renoir,
4784,Workshop of Rembrandt van Rijn,515b4e5d38ad2d2e990003fc,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Rembrandt van Rijn,workshop-of-rembrandt-van-rijn,
4785,Frederick Carl Frieseke,4f0648328501fa10ca000149,male,1874,1939,"Owosso, MI, USA",,American,Frieseke Frederick Carl,frederick-carl-frieseke,
4786,Édouard Manet,4d8b927e4eb68a1b2c000168,male,1832,1883,"Paris, France","Paris, France",French,Manet Édouard,edouard-manet,
4787,Adolphe Monticelli,515cdd167b7057eb4c000ecb,male,1824,1886,"Marseille, France","Marseilles, France",French,Monticelli Adolphe,adolphe-monticelli,
4788,Anthony van Dyck,4ee140460fe6220001001fe0,male,1599,1641,"Antwerp, Belgium","London, UK",Flemish,Dyck Anthony van,anthony-van-dyck,
4789,Jean-Léon Gérôme,4ee66adf8f10ec000100129c,male,1824,1904,"Vesoul, France","Paris, France",French,Gérôme Jean-Léon,jean-leon-gerome,
4790,Willem Reuter,516df991fdc4419488000c94,no-info,no-info,no-info,no-info,no-info,no-info,Reuter Willem,willem-reuter,
4791,William Hogarth,4eaf1cb0ec5cf6000100f69a,male,1697,1764,"London, UK","London, UK",British,Hogarth William,william-hogarth,
4792,William-Adolphe Bouguereau,4eb3035c48eeb8000100f2e1,male,1825,1905,"La Rochelle, France",,French,Bouguereau William-Adolphe,william-adolphe-bouguereau,
4793,Édouard Manet,4d8b927e4eb68a1b2c000168,male,1832,1883,"Paris, France","Paris, France",French,Manet Édouard,edouard-manet,
4794,Gainsborough Dupont,515b579b9562c8fee2002984,male,1754,1797,no-info,no-info,no-info,Dupont Gainsborough,gainsborough-dupont,
4795,Francis A. Beckett,515b665c1b12b0e668000402,no-info,no-info,no-info,no-info,no-info,no-info,Francis A. Beckett,francis-a-beckett,
4796,Fritz Müller,515d2525b5907b33b1002f67,no-info,no-info,no-info,no-info,no-info,no-info,Müller Fritz,fritz-muller,
4797,Édouard Manet,4d8b927e4eb68a1b2c000168,male,1832,1883,"Paris, France","Paris, France",French,Manet Édouard,edouard-manet,
4798,Winslow Homer,4d8b92964eb68a1b2c000288,male,1836,1910,"Boston, MA, USA","New York, NY and Prouts Neck, ME, USA",American,Homer Winslow,winslow-homer,
4799,Frederick Kemmelmeyer,515bacf2ea092f003c000d56,no-info,no-info,no-info,no-info,no-info,no-info,Kemmelmeyer Frederick,frederick-kemmelmeyer,
4800,Thomas Cole,4eaef729bddaf700010098c1,male,1801,1848,"Bolton, UK","Catskill, NY, USA",American,Cole Thomas,thomas-cole,
4801,Jean-Siméon Chardin,4f0648328501fa10ca00009d,male,1699,1779,"Paris, France","Paris, France",French,Chardin Jean-Siméon,jean-simeon-chardin,
4802,Nicolaes Maes,50475ff456de610002000312,male,1634,1693,"Dordrecht, Netherlands","Amsterdam, Netherlands",Dutch,Maes Nicolaes,nicolaes-maes,
4803,Christophe Huet,515cccbd7696593fde00067b,male,no-info,no-info,no-info,no-info,no-info,Huet Christophe,christophe-huet,
4804,Chester Harding,515ce912b5907b33b10012cb,no-info,no-info,no-info,no-info,no-info,no-info,Harding Chester,chester-harding,
4805,William Matthew Prior,515bb3211b12b0e668001e13,male,1806,1873,no-info,no-info,no-info,William Matthew Prior,william-matthew-prior,
4806,Joseph Goodhue Chandler,515b112138ad2dfc770006d7,no-info,no-info,no-info,no-info,no-info,no-info,Joseph Goodhue Chandler,joseph-goodhue-chandler,
4807,Jean-Baptiste-Camille Corot,4eb2e5236e2a5c000100893f,male,1796,1875,"Paris, France","Paris, France",French,Corot Jean-Baptiste-Camille,jean-baptiste-camille-corot,
4808,Jean-Baptiste-Camille Corot,4eb2e5236e2a5c000100893f,male,1796,1875,"Paris, France","Paris, France",French,Corot Jean-Baptiste-Camille,jean-baptiste-camille-corot,
4809,Bartolomé Esteban Murillo,4ee29475b422a30001001449,male,1617,1682,"Seville, Spain","Seville, Spain",Spanish,Murillo Bartolomé Esteban,bartolome-esteban-murillo,
4810,John Singer Sargent,4d8b928a4eb68a1b2c0001e8,male,1856,1925,"Florence, Italy","Paris, France and London, UK",American,Sargent John Singer,john-singer-sargent,
4811,Georges Seurat,4d8b925d4eb68a1b2c000012,male,1859,1891,"Paris, France","Paris, France",French,Seurat Georges,georges-seurat,
4812,Cariani,515b0e1e9562c8fee20005b5,no-info,no-info,no-info,no-info,no-info,no-info,Cariani,cariani,
4813,Georges Seurat,4d8b925d4eb68a1b2c000012,male,1859,1891,"Paris, France","Paris, France",French,Seurat Georges,georges-seurat,
4814,Vincent van Gogh,4d8b92944eb68a1b2c000264,male,1853,1890,"Zundert, Netherlands","Arles, France, Saint-Rémy, France and Auvers-sur-Oise, France",Dutch,van Gogh Vincent,vincent-van-gogh,
4815,John Singleton Copley,4eb416cb5fdd9f0001000b77,male,1738,1815,"Boston, MA, USA","London, UK",American,Copley John Singleton,john-singleton-copley,
4816,John Wesley Paradise,515d18735eeb1c524c002b18,no-info,no-info,no-info,no-info,no-info,no-info,John Wesley Paradise,john-wesley-paradise,
4817,The Denison Limner (Probably Joseph Steward),515b4b31223afaab8f00151e,no-info,no-info,no-info,no-info,no-info,no-info,The Denison Limner (Probably Joseph Steward),the-denison-limner-probably-joseph-steward,
4818,The Schuyler Limner (Possibly Nehemiah Partridge),515b07a19562c8fee20001fe,no-info,no-info,no-info,no-info,no-info,no-info,The Schuyler Limner (Possibly Nehemiah Partridge),the-schuyler-limner-possibly-nehemiah-partridge,
4819,George Bellows,4d8b92954eb68a1b2c000274,male,1882,1925,"Columbus, OH, USA","New York, NY, USA",American,Bellows George,george-bellows,
4820,Willem Claesz Heda,4f0648328501fa10ca00019f,male,1596,1680,no-info,no-info,Dutch,Heda Willem Claesz,willem-claesz-heda,
4821,Anthony van Dyck,4ee140460fe6220001001fe0,male,1599,1641,"Antwerp, Belgium","London, UK",Flemish,Dyck Anthony van,anthony-van-dyck,
4822,Thomas Cole,4eaef729bddaf700010098c1,male,1801,1848,"Bolton, UK","Catskill, NY, USA",American,Cole Thomas,thomas-cole,
4823,Johann Liss,516ca7800f8b78ba6500094a,male,no-info,no-info,no-info,no-info,no-info,Liss Johann,johann-liss,
4824,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
4825,Rembrandt Workshop (Probably Constantijn van Renesse),515bc287ea092f003c0017ec,no-info,no-info,no-info,no-info,no-info,no-info,Rembrandt Workshop (Probably Constantijn van Renesse),rembrandt-workshop-probably-constantijn-van-renesse,
4826,George Bellows,4d8b92954eb68a1b2c000274,male,1882,1925,"Columbus, OH, USA","New York, NY, USA",American,Bellows George,george-bellows,
4827,Henry Fuseli,508e99a603d4290002000d3f,male,1741,1825,"Zurich, Switzerland","London, UK",Swiss,Henry Fuseli,henry-fuseli,
4828,Pierre-Auguste Renoir,4d8b929c4eb68a1b2c0002e0,male,1841,1919,"Limoges, France","Paris, France",French,Renoir Pierre-Auguste,pierre-auguste-renoir,
4829,Pierre-Auguste Renoir,4d8b929c4eb68a1b2c0002e0,male,1841,1919,"Limoges, France","Paris, France",French,Renoir Pierre-Auguste,pierre-auguste-renoir,
4830,Jean Victor Bertin,50a3d370011a4b0aeb000080,male,1767,1842,"Paris, France","Paris, France",French,Bertin Jean Victor,jean-victor-bertin,
4831,Christoffer Wilhelm Eckersberg,516c9d270f8b7850670004ad,male,1783,1853,no-info,no-info,Danish,Christoffer Wilhelm Eckersberg,christoffer-wilhelm-eckersberg,
4832,Edgar Degas,4dadd2177129f05924000c68,male,1834,1917,"Paris, France","Paris, France",French,Degas Edgar,edgar-degas,
4833,Thomas Chambers,505cc481deb35300020009d6,male,1808,1869,"Whitby, UK",,British-American,Chambers Thomas,thomas-chambers,
4834,Claude Monet,4d8b92774eb68a1b2c000134,male,1840,1926,"Paris, France","Giverny, France",French,Monet Claude,claude-monet,
4835,Martin Johnson Heade,4d9e307cf9215a26b30001b4,male,1819,1904,"Lumberville, PA, United States",no-info,American,Heade Martin Johnson,martin-johnson-heade,
4836,Luis Meléndez,4f0648328501fa10ca00027a,male,1716,1780,no-info,no-info,Italian,Meléndez Luis,luis-melendez,
4837,Sturtevant J. Hamblin,515b2ae7223afa9b3e000148,no-info,no-info,no-info,no-info,no-info,no-info,Sturtevant J. Hamblin,sturtevant-j-hamblin,
4838,Pierre-Auguste Renoir,4d8b929c4eb68a1b2c0002e0,male,1841,1919,"Limoges, France","Paris, France",French,Renoir Pierre-Auguste,pierre-auguste-renoir,
4839,Samuel Jordan,515ba6fa1b12b0e668001738,no-info,no-info,no-info,no-info,no-info,no-info,Jordan Samuel,samuel-jordan,
4840,Berthe Morisot,4eb02539f21e2500010014a2,female,1841,1895,"Bourges, France","Paris, France",French,Morisot Berthe,berthe-morisot,
4841,Pierre-Auguste Renoir,4d8b929c4eb68a1b2c0002e0,male,1841,1919,"Limoges, France","Paris, France",French,Renoir Pierre-Auguste,pierre-auguste-renoir,
4842,Louis Le Nain,515b41ce38ad2dfb2f000c61,male,no-info,no-info,no-info,no-info,no-info,Louis Le Nain,louis-le-nain,
4843,Paul Cézanne,4d8b92624eb68a1b2c00006c,male,1839,1906,"Aix-en-Provence, France","Paris and Aix-en-Provence, France",French,Cézanne Paul,paul-cezanne,
4844,Jacob Eichholtz,515b5afb9562c8b4430007d3,male,no-info,no-info,no-info,no-info,no-info,Eichholtz Jacob,jacob-eichholtz,
4845,Pierre-Auguste Renoir,4d8b929c4eb68a1b2c0002e0,male,1841,1919,"Limoges, France","Paris, France",French,Renoir Pierre-Auguste,pierre-auguste-renoir,
4846,Pompeo Batoni,515b96f1cd4b8ed0b900090c,male,1708,1787,"Lucca, Italy","Rome, Italy",Italian,Batoni Pompeo,pompeo-batoni,
4847,Paul Gauguin,4d8b927c4eb68a1b2c00015a,male,1848,1903,"Paris, France","Atuona, French Polynesia",French,Gauguin Paul,paul-gauguin,
4848,The Gansevoort Limner (Possibly Pieter Vanderlyn),515ba00ccd4b8ef7fd001286,no-info,no-info,no-info,no-info,no-info,no-info,The Gansevoort Limner (Possibly Pieter Vanderlyn),the-gansevoort-limner-possibly-pieter-vanderlyn,
4849,John La Farge,4f0648328501fa10ca000207,male,1835,1910,"New York, NY, USA","Providence, RI, USA",American,La Farge John,john-la-farge,
4850,Théophile Alexandre Steinlen,507c4401a49a1100020002c7,male,1859,1923,"Lausanne, Switzerland","Paris, France",French,Steinlen Théophile Alexandre,theophile-alexandre-steinlen,
4851,Frédéric Bazille,4f0648318501fa10ca000039,male,1841,1870,no-info,no-info,French,Bazille Frédéric,frederic-bazille,
4852,Guercino,5155f3e5d6447072de0001a7,male,1591,1666,"Cento, Italy",Rome and Bologna,Italian,Guercino,guercino,
4853,John Singleton Copley,4eb416cb5fdd9f0001000b77,male,1738,1815,"Boston, MA, USA","London, UK",American,Copley John Singleton,john-singleton-copley,
4854,Louis-Joseph Le Lorrain,515b4e599562c8b4430004f6,no-info,1715,1760,no-info,no-info,no-info,Louis-Joseph Le Lorrain,louis-joseph-le-lorrain,
4855,Paul Cézanne,4d8b92624eb68a1b2c00006c,male,1839,1906,"Aix-en-Provence, France","Paris and Aix-en-Provence, France",French,Cézanne Paul,paul-cezanne,
4856,Joshua Reynolds,4ee13b1ec45af70001001913,male,1723,1792,"Plympton, UK","London, UK",British,Reynolds Joshua,joshua-reynolds,
4857,Joshua Reynolds,4ee13b1ec45af70001001913,male,1723,1792,"Plympton, UK","London, UK",British,Reynolds Joshua,joshua-reynolds,
4858,Jan Weenix,516cbe7e9ad2d32bec00011e,male,1640,1719,no-info,no-info,no-info,Weenix Jan,jan-weenix,
4859,Albert Bierstadt,4eb2fa51364b4c000100b2af,male,1830,1902,"Solingen, Germany","New York, NY, USA",German-American,Bierstadt Albert,albert-bierstadt,
4860,Chester Harding,515ce912b5907b33b10012cb,no-info,no-info,no-info,no-info,no-info,no-info,Harding Chester,chester-harding,
4861,Thomas Lawrence,4f0648328501fa10ca000217,male,1769,1830,"Bristol, UK","London, UK",British,Lawrence Thomas,thomas-lawrence,
4862,Claude Monet,4d8b92774eb68a1b2c000134,male,1840,1926,"Paris, France","Giverny, France",French,Monet Claude,claude-monet,
4863,Erastus Salisbury Field,515b1ac39562c86fb8000ce5,male,1805,1900,no-info,no-info,no-info,Erastus Salisbury Field,erastus-salisbury-field,
4864,Samuel F. B. Morse,515bc28394714c1d2e001af9,male,1791,1872,"Charleston, SC, United States","New York, NY, USA",American,Samuel F. B. Morse,samuel-f-b-morse,
4865,after Benjamin West,515ce0287b7057eb4c00104a,no-info,no-info,no-info,no-info,no-info,no-info,after Benjamin West,after-benjamin-west,
4866,Samuel F. B. Morse,515bc28394714c1d2e001af9,male,1791,1872,"Charleston, SC, United States","New York, NY, USA",American,Samuel F. B. Morse,samuel-f-b-morse,
4867,James Bard,4fe8a5e35274d900010025b3,male,1815,1897,"New York, NY, USA",,American,Bard James,james-bard,
4868,Royall Brewster Smith,515d2b86b5907b33b100323e,no-info,no-info,no-info,no-info,no-info,no-info,Royall Brewster Smith,royall-brewster-smith,
4869,Paul Gauguin,4d8b927c4eb68a1b2c00015a,male,1848,1903,"Paris, France","Atuona, French Polynesia",French,Gauguin Paul,paul-gauguin,
4870,Sir William Orpen,4f0648328501fa10ca0002be,male,1878,1931,"Dublin, Ireland",no-info,Irish,Sir William Orpen,sir-william-orpen,
4871,Francisco de Goya,4d8b92b44eb68a1b2c0003fe,male,1746,1828,"Fuendetodos, Spain","Madrid, Spain",Spanish,Goya Francisco de,francisco-de-goya,
4872,Antonis Mor,515cefb25eeb1c904c0016ed,male,1516,1575,no-info,no-info,no-info,Mor Antonis,antonis-mor,
4873,Francisco de Goya,4d8b92b44eb68a1b2c0003fe,male,1746,1828,"Fuendetodos, Spain","Madrid, Spain",Spanish,Goya Francisco de,francisco-de-goya,
4874,Claude Monet,4d8b92774eb68a1b2c000134,male,1840,1926,"Paris, France","Giverny, France",French,Monet Claude,claude-monet,
4875,Jean-Honoré Fragonard,4eaf1199ec5cf6000100e41b,male,1732,1806,"Grasse, France","Paris, France",French,Fragonard Jean-Honoré,jean-honore-fragonard,
4876,Camille Pissarro,4eb2e9d26e2a5c0001008d80,male,1830,1903,"Charlotte Amalie, St. Thomas, U.S. Virgin Islands","Paris, France",French,Pissarro Camille,camille-pissarro,
4877,Agnolo Gaddi,515ce342769659e1fb0011cc,male,1350,1396,no-info,no-info,no-info,Gaddi Agnolo,agnolo-gaddi,
4878,Agnolo Gaddi,515ce342769659e1fb0011cc,male,1350,1396,no-info,no-info,no-info,Gaddi Agnolo,agnolo-gaddi,
4879,Agnolo Gaddi,515ce342769659e1fb0011cc,male,1350,1396,no-info,no-info,no-info,Gaddi Agnolo,agnolo-gaddi,
4880,Fra Angelico and Fra Filippo Lippi,516df991fdc44191d600056c,no-info,no-info,no-info,no-info,no-info,no-info,Fra Angelico and Fra Filippo Lippi,fra-angelico-and-fra-filippo-lippi,
4881,Sandro Botticelli,4eaeec71bddaf7000100681b,male,1444,1510,"Florence, Italy","Florence, Italy",Italian,Botticelli Sandro,sandro-botticelli,
4882,Simone Martini,4f956fef7cf86800010009ec,male,ca. 1284,1344,"Siena, Italy","Avignon, France",Italian,Martini Simone,simone-martini,
4883,Fra Filippo Lippi,5051c8583d0d3500020003c0,male,1406,"October 8, 1469","Florence, Italy",,Italian,Lippi Fra Filippo,fra-filippo-lippi,
4884,Giovanni di Paolo,503bdfae5ccfe300020000b8,male,1398,1482,"Siena, Italy","Siena, Italy",Italian,di Paolo Giovanni,giovanni-di-paolo,
4885,Ercole de' Roberti,515b92a1ea092f003c000291,male,no-info,no-info,no-info,no-info,no-info,Ercole de' Roberti,ercole-de-roberti,
4886,Biagio d'Antonio and Workshop,515d6e0e5eeb1c904c004bcf,no-info,no-info,no-info,no-info,no-info,no-info,Biagio d'Antonio and Workshop,biagio-dantonio-and-workshop,
4887,Francesco del Cossa,515cd9fb769659e1fb000cfc,male,no-info,no-info,no-info,no-info,no-info,Francesco del Cossa,francesco-del-cossa,
4888,Nardo di Cione,515cd35e7b7057eb4c000a00,male,no-info,no-info,no-info,no-info,no-info,Nardo di Cione,nardo-di-cione,
4889,Nardo di Cione,515cd35e7b7057eb4c000a00,male,no-info,no-info,no-info,no-info,no-info,Nardo di Cione,nardo-di-cione,
4890,Nardo di Cione,515cd35e7b7057eb4c000a00,male,no-info,no-info,no-info,no-info,no-info,Nardo di Cione,nardo-di-cione,
4891,Fra Filippo Lippi,5051c8583d0d3500020003c0,male,1406,"October 8, 1469","Florence, Italy",,Italian,Lippi Fra Filippo,fra-filippo-lippi,
4892,Master of the Life of Saint John the Baptist,515b24679562c86fb8001241,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Life of Saint John the Baptist,master-of-the-life-of-saint-john-the-baptist,
4893,Lorenzo Monaco,515cf9787b7057eb4c001d56,male,1370,1425,"Siena, Italy","Florence, Italy",Italian,Monaco Lorenzo,lorenzo-monaco,
4894,Carlo Crivelli,515b96ee94714c2e380006ea,male,no-info,1495,no-info,no-info,no-info,Crivelli Carlo,carlo-crivelli,
4895,Benvenuto di Giovanni,515b1127223afae9a5000601,male,1436,1518,"Siena, Italy","Siena, Italy",Italian,di Giovanni Benvenuto,benvenuto-di-giovanni,
4896,Benozzo Gozzoli,515b2ae738ad2d25a7000374,male,no-info,1497,no-info,no-info,no-info,Gozzoli Benozzo,benozzo-gozzoli,
4897,Bartolomeo Vivarini,515d5a335eeb1c904c0043d4,male,no-info,no-info,no-info,no-info,no-info,Vivarini Bartolomeo,bartolomeo-vivarini,
4898,Lippo Memmi,515cc91d769659e1fb000503,male,1291,1356,no-info,no-info,no-info,Memmi Lippo,lippo-memmi,
4899,Baldassare d'Este,515b5f4194714c2de0000049,no-info,no-info,no-info,no-info,no-info,no-info,d'Este Baldassare,baldassare-deste,
4900,Domenico Veneziano,515b17929562c8fee2000aa4,male,1410,1461,no-info,no-info,no-info,Veneziano Domenico,domenico-veneziano,
4901,Benvenuto di Giovanni,515b1127223afae9a5000601,male,1436,1518,"Siena, Italy","Siena, Italy",Italian,di Giovanni Benvenuto,benvenuto-di-giovanni,
4902,Master of the Osservanza Triptych,59bc4ca22a893a5a1f6df3f7,male,active ca. 1430,ca. 1450,no-info,no-info,Italian,Master of the Osservanza Triptych,master-of-the-osservanza-triptych,
4903,Marco Zoppo or Imitator,516cb4dd472cb83069000f1a,no-info,no-info,no-info,no-info,no-info,no-info,Marco Zoppo or Imitator,marco-zoppo-or-imitator,
4904,Jacopo Bellini,4eb1be69c8004a0001009316,male,c. 1400,1470,"Venice, Italy","Venice, Italy",Italian,Bellini Jacopo,jacopo-bellini,
4905,Sandro Botticelli,4eaeec71bddaf7000100681b,male,1444,1510,"Florence, Italy","Florence, Italy",Italian,Botticelli Sandro,sandro-botticelli,
4906,Orcagna and Jacopo di Cione,515d3226b5907b33b1003534,no-info,no-info,no-info,no-info,no-info,no-info,Orcagna and Jacopo di Cione,orcagna-and-jacopo-di-cione,
4907,Master of the Osservanza Triptych,59bc4ca22a893a5a1f6df3f7,male,active ca. 1430,ca. 1450,no-info,no-info,Italian,Master of the Osservanza Triptych,master-of-the-osservanza-triptych,
4908,Duccio,4f956e21ceaf2a0001000948,male,active 1278,c. 1319,"Siena, Italy","Siena, Italy",Italian,Duccio,duccio,
4909,Duccio,4f956e21ceaf2a0001000948,male,active 1278,c. 1319,"Siena, Italy","Siena, Italy",Italian,Duccio,duccio,
4910,Benvenuto di Giovanni,515b1127223afae9a5000601,male,1436,1518,"Siena, Italy","Siena, Italy",Italian,di Giovanni Benvenuto,benvenuto-di-giovanni,
4911,Paolo Veneziano,50f9f745976b36ea8200006f,male,Active 1333/58,Before 1362,,"Venice, Italy",Italian,Veneziano Paolo,paolo-veneziano,
4912,Sano di Pietro,515b144438ad2d78ca0007f6,male,1405,1481,"Siena, Province of Siena, Italy",no-info,Italian,Sano di Pietro,sano-di-pietro,
4913,Margaritone d'Arezzo,515bacf21b12b0244a001a64,male,no-info,no-info,no-info,no-info,no-info,d'Arezzo Margaritone,margaritone-darezzo,
4914,Francesco Benaglio,515bbc631b12b0244a0022aa,no-info,no-info,no-info,no-info,no-info,no-info,Benaglio Francesco,francesco-benaglio,
4915,Benvenuto di Giovanni,515b1127223afae9a5000601,male,1436,1518,"Siena, Italy","Siena, Italy",Italian,di Giovanni Benvenuto,benvenuto-di-giovanni,
4916,Fra Angelico,4d8b92be4eb68a1b2c000480,male,ca. 1395,1455,"Vicchio, Italy","Florence and Rome, Italy",Italian,Angelico Fra,fra-angelico,
4917,Benvenuto di Giovanni,515b1127223afae9a5000601,male,1436,1518,"Siena, Italy","Siena, Italy",Italian,di Giovanni Benvenuto,benvenuto-di-giovanni,
4918,Lippo Memmi,515cc91d769659e1fb000503,male,1291,1356,no-info,no-info,no-info,Memmi Lippo,lippo-memmi,
4919,Andrea di Bartolo,515b1ac39562c8fee2000c56,male,no-info,1428,no-info,no-info,no-info,Andrea di Bartolo,andrea-di-bartolo,
4920,Giovanni d'Alemagna,516ca0880f8b78506700062f,male,no-info,no-info,no-info,no-info,no-info,d'Alemagna Giovanni,giovanni-dalemagna,
4921,Pesellino,515b6661cd4b8ef7fd000309,no-info,no-info,no-info,no-info,no-info,no-info,Pesellino,pesellino,
4922,Gentile da Fabriano,513de03f1665c8d548000002,male,1370,1427,"Fabriano, Italy","Rome, Italy",Italian,Fabriano Gentile da,gentile-da-fabriano,
4923,Andrea di Bartolo,515b1ac39562c8fee2000c56,male,no-info,1428,no-info,no-info,no-info,Andrea di Bartolo,andrea-di-bartolo,
